donor,condition,cell_type,gene,n_cells,n_detected,detection_rate,mean_count
H02,Lean,B cells,KCNQ1OT1,533,16,0.0300187617260788,0.0300187617260788
H02,Lean,B cells,MEG3,533,0,0.0,0.0
H02,Lean,B cells,ZFAS1,533,293,0.549718574108818,0.8930581613508443
H02,Lean,B cells,LINC00996,533,6,0.01125703564727955,0.01125703564727955
H02,Lean,B cells,NEAT1,533,315,0.5909943714821764,1.2363977485928705
H02,Lean,B cells,MALAT1,533,533,1.0,135.56660412757975
H02,Lean,B cells,IDI2-AS1,533,0,0.0,0.0
H02,Lean,B cells,MIAT,533,34,0.06378986866791744,0.06941838649155722
H02,Lean,B cells,HULC,533,0,0.0,0.0
H02,Lean,B cells,LINC00261,533,0,0.0,0.0
H02,Lean,Basophils,KCNQ1OT1,140,17,0.12142857142857143,0.1357142857142857
H02,Lean,Basophils,MEG3,140,1,0.007142857142857143,0.007142857142857143
H02,Lean,Basophils,ZFAS1,140,70,0.5,0.8214285714285714
H02,Lean,Basophils,LINC00996,140,2,0.014285714285714285,0.014285714285714285
H02,Lean,Basophils,NEAT1,140,102,0.7285714285714285,2.407142857142857
H02,Lean,Basophils,MALAT1,140,140,1.0,133.2
H02,Lean,Basophils,IDI2-AS1,140,1,0.007142857142857143,0.007142857142857143
H02,Lean,Basophils,MIAT,140,3,0.02142857142857143,0.02142857142857143
H02,Lean,Basophils,HULC,140,0,0.0,0.0
H02,Lean,Basophils,LINC00261,140,0,0.0,0.0
H02,Lean,Cholangiocytes,KCNQ1OT1,67,14,0.208955223880597,0.2835820895522388
H02,Lean,Cholangiocytes,MEG3,67,0,0.0,0.0
H02,Lean,Cholangiocytes,ZFAS1,67,37,0.5522388059701493,0.9402985074626866
H02,Lean,Cholangiocytes,LINC00996,67,0,0.0,0.0
H02,Lean,Cholangiocytes,NEAT1,67,49,0.7313432835820896,3.7761194029850746
H02,Lean,Cholangiocytes,MALAT1,67,67,1.0,92.38805970149254
H02,Lean,Cholangiocytes,IDI2-AS1,67,0,0.0,0.0
H02,Lean,Cholangiocytes,MIAT,67,0,0.0,0.0
H02,Lean,Cholangiocytes,HULC,67,1,0.014925373134328358,0.014925373134328358
H02,Lean,Cholangiocytes,LINC00261,67,8,0.11940298507462686,0.11940298507462686
H02,Lean,Circulating NK/NKT,KCNQ1OT1,1949,45,0.023088763468445357,0.024114930733709596
H02,Lean,Circulating NK/NKT,MEG3,1949,0,0.0,0.0
H02,Lean,Circulating NK/NKT,ZFAS1,1949,620,0.3181118522319138,0.40584915341200617
H02,Lean,Circulating NK/NKT,LINC00996,1949,19,0.009748589020010261,0.0107747562852745
H02,Lean,Circulating NK/NKT,NEAT1,1949,1607,0.8245253976398152,2.48435094920472
H02,Lean,Circulating NK/NKT,MALAT1,1949,1949,1.0,136.71523858388917
H02,Lean,Circulating NK/NKT,IDI2-AS1,1949,1,0.000513083632632119,0.000513083632632119
H02,Lean,Circulating NK/NKT,MIAT,1949,220,0.11287839917906618,0.12365315546434069
H02,Lean,Circulating NK/NKT,HULC,1949,0,0.0,0.0
H02,Lean,Circulating NK/NKT,LINC00261,1949,0,0.0,0.0
H02,Lean,Endothelial cells,KCNQ1OT1,47,2,0.0425531914893617,0.0425531914893617
H02,Lean,Endothelial cells,MEG3,47,16,0.3404255319148936,0.5957446808510638
H02,Lean,Endothelial cells,ZFAS1,47,16,0.3404255319148936,0.5106382978723404
H02,Lean,Endothelial cells,LINC00996,47,0,0.0,0.0
H02,Lean,Endothelial cells,NEAT1,47,45,0.9574468085106383,12.148936170212766
H02,Lean,Endothelial cells,MALAT1,47,47,1.0,119.44680851063829
H02,Lean,Endothelial cells,IDI2-AS1,47,0,0.0,0.0
H02,Lean,Endothelial cells,MIAT,47,0,0.0,0.0
H02,Lean,Endothelial cells,HULC,47,1,0.02127659574468085,0.02127659574468085
H02,Lean,Endothelial cells,LINC00261,47,0,0.0,0.0
H02,Lean,Fibroblasts,KCNQ1OT1,113,29,0.25663716814159293,0.36283185840707965
H02,Lean,Fibroblasts,MEG3,113,46,0.40707964601769914,0.7433628318584071
H02,Lean,Fibroblasts,ZFAS1,113,100,0.8849557522123894,3.061946902654867
H02,Lean,Fibroblasts,LINC00996,113,0,0.0,0.0
H02,Lean,Fibroblasts,NEAT1,113,109,0.9646017699115044,6.831858407079646
H02,Lean,Fibroblasts,MALAT1,113,113,1.0,125.88495575221239
H02,Lean,Fibroblasts,IDI2-AS1,113,0,0.0,0.0
H02,Lean,Fibroblasts,MIAT,113,3,0.02654867256637168,0.02654867256637168
H02,Lean,Fibroblasts,HULC,113,0,0.0,0.0
H02,Lean,Fibroblasts,LINC00261,113,0,0.0,0.0
H02,Lean,Hepatocytes,KCNQ1OT1,4,0,0.0,0.0
H02,Lean,Hepatocytes,MEG3,4,0,0.0,0.0
H02,Lean,Hepatocytes,ZFAS1,4,0,0.0,0.0
H02,Lean,Hepatocytes,LINC00996,4,0,0.0,0.0
H02,Lean,Hepatocytes,NEAT1,4,4,1.0,8.5
H02,Lean,Hepatocytes,MALAT1,4,4,1.0,303.75
H02,Lean,Hepatocytes,IDI2-AS1,4,0,0.0,0.0
H02,Lean,Hepatocytes,MIAT,4,0,0.0,0.0
H02,Lean,Hepatocytes,HULC,4,0,0.0,0.0
H02,Lean,Hepatocytes,LINC00261,4,0,0.0,0.0
H02,Lean,Macrophages,KCNQ1OT1,1753,102,0.05818596691386195,0.06332002281802625
H02,Lean,Macrophages,MEG3,1753,0,0.0,0.0
H02,Lean,Macrophages,ZFAS1,1753,1179,0.672561323445522,1.405590416428979
H02,Lean,Macrophages,LINC00996,1753,11,0.006274957216200799,0.006274957216200799
H02,Lean,Macrophages,NEAT1,1753,1713,0.9771819737592699,8.921848260125499
H02,Lean,Macrophages,MALAT1,1753,1748,0.9971477467199087,172.04221334854535
H02,Lean,Macrophages,IDI2-AS1,1753,3,0.0017113519680547634,0.0017113519680547634
H02,Lean,Macrophages,MIAT,1753,7,0.003993154592127781,0.004563605248146035
H02,Lean,Macrophages,HULC,1753,11,0.006274957216200799,0.006274957216200799
H02,Lean,Macrophages,LINC00261,1753,2,0.0011409013120365088,0.0011409013120365088
H02,Lean,Mig.cDCs,KCNQ1OT1,15,2,0.13333333333333333,0.13333333333333333
H02,Lean,Mig.cDCs,MEG3,15,0,0.0,0.0
H02,Lean,Mig.cDCs,ZFAS1,15,15,1.0,5.866666666666666
H02,Lean,Mig.cDCs,LINC00996,15,0,0.0,0.0
H02,Lean,Mig.cDCs,NEAT1,15,15,1.0,16.4
H02,Lean,Mig.cDCs,MALAT1,15,15,1.0,553.5333333333333
H02,Lean,Mig.cDCs,IDI2-AS1,15,0,0.0,0.0
H02,Lean,Mig.cDCs,MIAT,15,1,0.06666666666666667,0.06666666666666667
H02,Lean,Mig.cDCs,HULC,15,0,0.0,0.0
H02,Lean,Mig.cDCs,LINC00261,15,0,0.0,0.0
H02,Lean,Mono+mono derived cells,KCNQ1OT1,8005,373,0.04659587757651468,0.051467832604622114
H02,Lean,Mono+mono derived cells,MEG3,8005,14,0.0017489069331667708,0.004996876951905059
H02,Lean,Mono+mono derived cells,ZFAS1,8005,6388,0.798001249219238,2.059587757651468
H02,Lean,Mono+mono derived cells,LINC00996,8005,14,0.0017489069331667708,0.0017489069331667708
H02,Lean,Mono+mono derived cells,NEAT1,8005,7928,0.9903810118675828,11.803372891942535
H02,Lean,Mono+mono derived cells,MALAT1,8005,8005,1.0,142.07857589006872
H02,Lean,Mono+mono derived cells,IDI2-AS1,8005,17,0.0021236727045596503,0.0021236727045596503
H02,Lean,Mono+mono derived cells,MIAT,8005,54,0.00674578388507183,0.006870705808869456
H02,Lean,Mono+mono derived cells,HULC,8005,11,0.0013741411617738913,0.0014990630855715179
H02,Lean,Mono+mono derived cells,LINC00261,8005,8,0.0009993753903810119,0.0009993753903810119
H02,Lean,Neutrophils,KCNQ1OT1,137,1,0.0072992700729927005,0.0072992700729927005
H02,Lean,Neutrophils,MEG3,137,0,0.0,0.0
H02,Lean,Neutrophils,ZFAS1,137,35,0.25547445255474455,0.32116788321167883
H02,Lean,Neutrophils,LINC00996,137,0,0.0,0.0
H02,Lean,Neutrophils,NEAT1,137,113,0.8248175182481752,3.4817518248175183
H02,Lean,Neutrophils,MALAT1,137,135,0.9854014598540146,56.715328467153284
H02,Lean,Neutrophils,IDI2-AS1,137,1,0.0072992700729927005,0.0072992700729927005
H02,Lean,Neutrophils,MIAT,137,3,0.021897810218978103,0.021897810218978103
H02,Lean,Neutrophils,HULC,137,0,0.0,0.0
H02,Lean,Neutrophils,LINC00261,137,0,0.0,0.0
H02,Lean,Plasma cells,KCNQ1OT1,353,30,0.08498583569405099,0.11614730878186968
H02,Lean,Plasma cells,MEG3,353,0,0.0,0.0
H02,Lean,Plasma cells,ZFAS1,353,165,0.46742209631728043,0.7252124645892352
H02,Lean,Plasma cells,LINC00996,353,10,0.028328611898016998,0.031161473087818695
H02,Lean,Plasma cells,NEAT1,353,343,0.9716713881019831,8.923512747875353
H02,Lean,Plasma cells,MALAT1,353,352,0.9971671388101983,270.1586402266289
H02,Lean,Plasma cells,IDI2-AS1,353,1,0.0028328611898017,0.0028328611898017
H02,Lean,Plasma cells,MIAT,353,46,0.13031161473087818,0.18413597733711048
H02,Lean,Plasma cells,HULC,353,0,0.0,0.0
H02,Lean,Plasma cells,LINC00261,353,0,0.0,0.0
H02,Lean,Resident NK,KCNQ1OT1,878,8,0.009111617312072893,0.009111617312072893
H02,Lean,Resident NK,MEG3,878,0,0.0,0.0
H02,Lean,Resident NK,ZFAS1,878,269,0.30637813211845105,0.4157175398633257
H02,Lean,Resident NK,LINC00996,878,102,0.11617312072892938,0.13325740318906606
H02,Lean,Resident NK,NEAT1,878,565,0.643507972665148,1.396355353075171
H02,Lean,Resident NK,MALAT1,878,878,1.0,111.0876993166287
H02,Lean,Resident NK,IDI2-AS1,878,3,0.003416856492027335,0.003416856492027335
H02,Lean,Resident NK,MIAT,878,10,0.011389521640091117,0.011389521640091117
H02,Lean,Resident NK,HULC,878,0,0.0,0.0
H02,Lean,Resident NK,LINC00261,878,0,0.0,0.0
H02,Lean,T cells,KCNQ1OT1,23935,484,0.020221433047837894,0.021224148736160433
H02,Lean,T cells,MEG3,23935,7,0.0002924587424274076,0.0002924587424274076
H02,Lean,T cells,ZFAS1,23935,9858,0.4118654689784834,0.5749321077919365
H02,Lean,T cells,LINC00996,23935,411,0.0171715061625235,0.017547524545644455
H02,Lean,T cells,NEAT1,23935,14936,0.6240233966993942,1.40919156047629
H02,Lean,T cells,MALAT1,23935,23934,0.9999582201796532,128.45464800501358
H02,Lean,T cells,IDI2-AS1,23935,28,0.0011698349697096303,0.0012116147900564029
H02,Lean,T cells,MIAT,23935,2212,0.0924169626070608,0.10102360559849592
H02,Lean,T cells,HULC,23935,2,8.355964069354502e-05,8.355964069354502e-05
H02,Lean,T cells,LINC00261,23935,1,4.177982034677251e-05,4.177982034677251e-05
H02,Lean,cDC1s,KCNQ1OT1,253,28,0.11067193675889328,0.1383399209486166
H02,Lean,cDC1s,MEG3,253,0,0.0,0.0
H02,Lean,cDC1s,ZFAS1,253,231,0.9130434782608695,3.2292490118577075
H02,Lean,cDC1s,LINC00996,253,0,0.0,0.0
H02,Lean,cDC1s,NEAT1,253,248,0.9802371541501976,11.541501976284586
H02,Lean,cDC1s,MALAT1,253,253,1.0,311.6403162055336
H02,Lean,cDC1s,IDI2-AS1,253,0,0.0,0.0
H02,Lean,cDC1s,MIAT,253,1,0.003952569169960474,0.003952569169960474
H02,Lean,cDC1s,HULC,253,0,0.0,0.0
H02,Lean,cDC1s,LINC00261,253,0,0.0,0.0
H02,Lean,cDC2s,KCNQ1OT1,375,26,0.06933333333333333,0.06933333333333333
H02,Lean,cDC2s,MEG3,375,0,0.0,0.0
H02,Lean,cDC2s,ZFAS1,375,313,0.8346666666666667,2.312
H02,Lean,cDC2s,LINC00996,375,0,0.0,0.0
H02,Lean,cDC2s,NEAT1,375,367,0.9786666666666667,9.010666666666667
H02,Lean,cDC2s,MALAT1,375,375,1.0,175.488
H02,Lean,cDC2s,IDI2-AS1,375,1,0.0026666666666666666,0.0026666666666666666
H02,Lean,cDC2s,MIAT,375,1,0.0026666666666666666,0.0026666666666666666
H02,Lean,cDC2s,HULC,375,0,0.0,0.0
H02,Lean,cDC2s,LINC00261,375,0,0.0,0.0
H02,Lean,pDCs,KCNQ1OT1,575,20,0.034782608695652174,0.036521739130434785
H02,Lean,pDCs,MEG3,575,0,0.0,0.0
H02,Lean,pDCs,ZFAS1,575,410,0.7130434782608696,1.3791304347826088
H02,Lean,pDCs,LINC00996,575,273,0.4747826086956522,0.9252173913043479
H02,Lean,pDCs,NEAT1,575,435,0.7565217391304347,2.813913043478261
H02,Lean,pDCs,MALAT1,575,575,1.0,236.7286956521739
H02,Lean,pDCs,IDI2-AS1,575,2,0.0034782608695652175,0.0034782608695652175
H02,Lean,pDCs,MIAT,575,2,0.0034782608695652175,0.0034782608695652175
H02,Lean,pDCs,HULC,575,0,0.0,0.0
H02,Lean,pDCs,LINC00261,575,1,0.0017391304347826088,0.0017391304347826088
H04,Obese,B cells,KCNQ1OT1,37,2,0.05405405405405406,0.05405405405405406
H04,Obese,B cells,MEG3,37,0,0.0,0.0
H04,Obese,B cells,ZFAS1,37,23,0.6216216216216216,1.1081081081081081
H04,Obese,B cells,LINC00996,37,5,0.13513513513513514,0.13513513513513514
H04,Obese,B cells,NEAT1,37,9,0.24324324324324326,0.3783783783783784
H04,Obese,B cells,MALAT1,37,37,1.0,203.6216216216216
H04,Obese,B cells,IDI2-AS1,37,0,0.0,0.0
H04,Obese,B cells,MIAT,37,1,0.02702702702702703,0.02702702702702703
H04,Obese,B cells,HULC,37,0,0.0,0.0
H04,Obese,B cells,LINC00261,37,0,0.0,0.0
H04,Obese,Basophils,KCNQ1OT1,2,0,0.0,0.0
H04,Obese,Basophils,MEG3,2,0,0.0,0.0
H04,Obese,Basophils,ZFAS1,2,0,0.0,0.0
H04,Obese,Basophils,LINC00996,2,0,0.0,0.0
H04,Obese,Basophils,NEAT1,2,1,0.5,2.5
H04,Obese,Basophils,MALAT1,2,2,1.0,220.5
H04,Obese,Basophils,IDI2-AS1,2,0,0.0,0.0
H04,Obese,Basophils,MIAT,2,0,0.0,0.0
H04,Obese,Basophils,HULC,2,0,0.0,0.0
H04,Obese,Basophils,LINC00261,2,0,0.0,0.0
H04,Obese,Circulating NK/NKT,KCNQ1OT1,118,12,0.1016949152542373,0.13559322033898305
H04,Obese,Circulating NK/NKT,MEG3,118,0,0.0,0.0
H04,Obese,Circulating NK/NKT,ZFAS1,118,38,0.3220338983050847,0.4322033898305085
H04,Obese,Circulating NK/NKT,LINC00996,118,10,0.0847457627118644,0.0847457627118644
H04,Obese,Circulating NK/NKT,NEAT1,118,85,0.7203389830508474,1.7372881355932204
H04,Obese,Circulating NK/NKT,MALAT1,118,118,1.0,175.90677966101694
H04,Obese,Circulating NK/NKT,IDI2-AS1,118,2,0.01694915254237288,0.01694915254237288
H04,Obese,Circulating NK/NKT,MIAT,118,5,0.0423728813559322,0.0423728813559322
H04,Obese,Circulating NK/NKT,HULC,118,0,0.0,0.0
H04,Obese,Circulating NK/NKT,LINC00261,118,0,0.0,0.0
H04,Obese,Macrophages,KCNQ1OT1,2,0,0.0,0.0
H04,Obese,Macrophages,MEG3,2,0,0.0,0.0
H04,Obese,Macrophages,ZFAS1,2,0,0.0,0.0
H04,Obese,Macrophages,LINC00996,2,0,0.0,0.0
H04,Obese,Macrophages,NEAT1,2,0,0.0,0.0
H04,Obese,Macrophages,MALAT1,2,1,0.5,1.0
H04,Obese,Macrophages,IDI2-AS1,2,0,0.0,0.0
H04,Obese,Macrophages,MIAT,2,0,0.0,0.0
H04,Obese,Macrophages,HULC,2,0,0.0,0.0
H04,Obese,Macrophages,LINC00261,2,0,0.0,0.0
H04,Obese,Mig.cDCs,KCNQ1OT1,3,1,0.3333333333333333,0.3333333333333333
H04,Obese,Mig.cDCs,MEG3,3,0,0.0,0.0
H04,Obese,Mig.cDCs,ZFAS1,3,2,0.6666666666666666,2.6666666666666665
H04,Obese,Mig.cDCs,LINC00996,3,0,0.0,0.0
H04,Obese,Mig.cDCs,NEAT1,3,3,1.0,8.333333333333334
H04,Obese,Mig.cDCs,MALAT1,3,3,1.0,887.0
H04,Obese,Mig.cDCs,IDI2-AS1,3,0,0.0,0.0
H04,Obese,Mig.cDCs,MIAT,3,0,0.0,0.0
H04,Obese,Mig.cDCs,HULC,3,0,0.0,0.0
H04,Obese,Mig.cDCs,LINC00261,3,0,0.0,0.0
H04,Obese,Mono+mono derived cells,KCNQ1OT1,68,2,0.029411764705882353,0.029411764705882353
H04,Obese,Mono+mono derived cells,MEG3,68,0,0.0,0.0
H04,Obese,Mono+mono derived cells,ZFAS1,68,52,0.7647058823529411,1.588235294117647
H04,Obese,Mono+mono derived cells,LINC00996,68,0,0.0,0.0
H04,Obese,Mono+mono derived cells,NEAT1,68,66,0.9705882352941176,7.205882352941177
H04,Obese,Mono+mono derived cells,MALAT1,68,68,1.0,132.52941176470588
H04,Obese,Mono+mono derived cells,IDI2-AS1,68,0,0.0,0.0
H04,Obese,Mono+mono derived cells,MIAT,68,0,0.0,0.0
H04,Obese,Mono+mono derived cells,HULC,68,0,0.0,0.0
H04,Obese,Mono+mono derived cells,LINC00261,68,0,0.0,0.0
H04,Obese,Plasma cells,KCNQ1OT1,2,1,0.5,0.5
H04,Obese,Plasma cells,MEG3,2,0,0.0,0.0
H04,Obese,Plasma cells,ZFAS1,2,1,0.5,1.0
H04,Obese,Plasma cells,LINC00996,2,0,0.0,0.0
H04,Obese,Plasma cells,NEAT1,2,2,1.0,5.5
H04,Obese,Plasma cells,MALAT1,2,2,1.0,481.0
H04,Obese,Plasma cells,IDI2-AS1,2,0,0.0,0.0
H04,Obese,Plasma cells,MIAT,2,0,0.0,0.0
H04,Obese,Plasma cells,HULC,2,0,0.0,0.0
H04,Obese,Plasma cells,LINC00261,2,0,0.0,0.0
H04,Obese,Resident NK,KCNQ1OT1,381,42,0.11023622047244094,0.13648293963254593
H04,Obese,Resident NK,MEG3,381,0,0.0,0.0
H04,Obese,Resident NK,ZFAS1,381,168,0.4409448818897638,0.6797900262467191
H04,Obese,Resident NK,LINC00996,381,76,0.1994750656167979,0.25196850393700787
H04,Obese,Resident NK,NEAT1,381,220,0.5774278215223098,1.0288713910761156
H04,Obese,Resident NK,MALAT1,381,380,0.9973753280839895,176.64566929133858
H04,Obese,Resident NK,IDI2-AS1,381,1,0.0026246719160104987,0.0026246719160104987
H04,Obese,Resident NK,MIAT,381,2,0.005249343832020997,0.005249343832020997
H04,Obese,Resident NK,HULC,381,0,0.0,0.0
H04,Obese,Resident NK,LINC00261,381,0,0.0,0.0
H04,Obese,T cells,KCNQ1OT1,945,82,0.08677248677248678,0.09947089947089947
H04,Obese,T cells,MEG3,945,0,0.0,0.0
H04,Obese,T cells,ZFAS1,945,546,0.5777777777777777,0.9671957671957672
H04,Obese,T cells,LINC00996,945,14,0.014814814814814815,0.015873015873015872
H04,Obese,T cells,NEAT1,945,474,0.5015873015873016,0.8962962962962963
H04,Obese,T cells,MALAT1,945,945,1.0,222.05185185185186
H04,Obese,T cells,IDI2-AS1,945,1,0.0010582010582010583,0.0010582010582010583
H04,Obese,T cells,MIAT,945,26,0.027513227513227514,0.030687830687830688
H04,Obese,T cells,HULC,945,0,0.0,0.0
H04,Obese,T cells,LINC00261,945,0,0.0,0.0
H04,Obese,cDC1s,KCNQ1OT1,21,7,0.3333333333333333,0.38095238095238093
H04,Obese,cDC1s,MEG3,21,0,0.0,0.0
H04,Obese,cDC1s,ZFAS1,21,15,0.7142857142857143,2.6666666666666665
H04,Obese,cDC1s,LINC00996,21,0,0.0,0.0
H04,Obese,cDC1s,NEAT1,21,19,0.9047619047619048,4.809523809523809
H04,Obese,cDC1s,MALAT1,21,21,1.0,273.57142857142856
H04,Obese,cDC1s,IDI2-AS1,21,0,0.0,0.0
H04,Obese,cDC1s,MIAT,21,0,0.0,0.0
H04,Obese,cDC1s,HULC,21,0,0.0,0.0
H04,Obese,cDC1s,LINC00261,21,0,0.0,0.0
H04,Obese,cDC2s,KCNQ1OT1,21,3,0.14285714285714285,0.19047619047619047
H04,Obese,cDC2s,MEG3,21,0,0.0,0.0
H04,Obese,cDC2s,ZFAS1,21,18,0.8571428571428571,2.1904761904761907
H04,Obese,cDC2s,LINC00996,21,0,0.0,0.0
H04,Obese,cDC2s,NEAT1,21,17,0.8095238095238095,3.7142857142857144
H04,Obese,cDC2s,MALAT1,21,21,1.0,237.76190476190476
H04,Obese,cDC2s,IDI2-AS1,21,0,0.0,0.0
H04,Obese,cDC2s,MIAT,21,0,0.0,0.0
H04,Obese,cDC2s,HULC,21,0,0.0,0.0
H04,Obese,cDC2s,LINC00261,21,0,0.0,0.0
H04,Obese,pDCs,KCNQ1OT1,2,0,0.0,0.0
H04,Obese,pDCs,MEG3,2,0,0.0,0.0
H04,Obese,pDCs,ZFAS1,2,2,1.0,2.5
H04,Obese,pDCs,LINC00996,2,1,0.5,0.5
H04,Obese,pDCs,NEAT1,2,0,0.0,0.0
H04,Obese,pDCs,MALAT1,2,2,1.0,205.5
H04,Obese,pDCs,IDI2-AS1,2,0,0.0,0.0
H04,Obese,pDCs,MIAT,2,0,0.0,0.0
H04,Obese,pDCs,HULC,2,0,0.0,0.0
H04,Obese,pDCs,LINC00261,2,0,0.0,0.0
H06,Obese,B cells,KCNQ1OT1,219,5,0.0228310502283105,0.0228310502283105
H06,Obese,B cells,MEG3,219,0,0.0,0.0
H06,Obese,B cells,ZFAS1,219,149,0.680365296803653,1.2511415525114156
H06,Obese,B cells,LINC00996,219,6,0.0273972602739726,0.0319634703196347
H06,Obese,B cells,NEAT1,219,118,0.5388127853881278,1.4840182648401827
H06,Obese,B cells,MALAT1,219,219,1.0,138.6027397260274
H06,Obese,B cells,IDI2-AS1,219,0,0.0,0.0
H06,Obese,B cells,MIAT,219,2,0.0091324200913242,0.0091324200913242
H06,Obese,B cells,HULC,219,0,0.0,0.0
H06,Obese,B cells,LINC00261,219,0,0.0,0.0
H06,Obese,Circulating NK/NKT,KCNQ1OT1,20,0,0.0,0.0
H06,Obese,Circulating NK/NKT,MEG3,20,0,0.0,0.0
H06,Obese,Circulating NK/NKT,ZFAS1,20,12,0.6,0.65
H06,Obese,Circulating NK/NKT,LINC00996,20,0,0.0,0.0
H06,Obese,Circulating NK/NKT,NEAT1,20,11,0.55,0.85
H06,Obese,Circulating NK/NKT,MALAT1,20,20,1.0,129.55
H06,Obese,Circulating NK/NKT,IDI2-AS1,20,0,0.0,0.0
H06,Obese,Circulating NK/NKT,MIAT,20,3,0.15,0.2
H06,Obese,Circulating NK/NKT,HULC,20,0,0.0,0.0
H06,Obese,Circulating NK/NKT,LINC00261,20,0,0.0,0.0
H06,Obese,Endothelial cells,KCNQ1OT1,115,4,0.034782608695652174,0.034782608695652174
H06,Obese,Endothelial cells,MEG3,115,41,0.3565217391304348,0.5565217391304348
H06,Obese,Endothelial cells,ZFAS1,115,49,0.4260869565217391,0.6173913043478261
H06,Obese,Endothelial cells,LINC00996,115,1,0.008695652173913044,0.008695652173913044
H06,Obese,Endothelial cells,NEAT1,115,110,0.9565217391304348,7.747826086956522
H06,Obese,Endothelial cells,MALAT1,115,115,1.0,92.98260869565217
H06,Obese,Endothelial cells,IDI2-AS1,115,0,0.0,0.0
H06,Obese,Endothelial cells,MIAT,115,4,0.034782608695652174,0.034782608695652174
H06,Obese,Endothelial cells,HULC,115,0,0.0,0.0
H06,Obese,Endothelial cells,LINC00261,115,0,0.0,0.0
H06,Obese,Fibroblasts,KCNQ1OT1,2,1,0.5,0.5
H06,Obese,Fibroblasts,MEG3,2,0,0.0,0.0
H06,Obese,Fibroblasts,ZFAS1,2,1,0.5,1.0
H06,Obese,Fibroblasts,LINC00996,2,0,0.0,0.0
H06,Obese,Fibroblasts,NEAT1,2,2,1.0,3.0
H06,Obese,Fibroblasts,MALAT1,2,2,1.0,75.0
H06,Obese,Fibroblasts,IDI2-AS1,2,0,0.0,0.0
H06,Obese,Fibroblasts,MIAT,2,0,0.0,0.0
H06,Obese,Fibroblasts,HULC,2,0,0.0,0.0
H06,Obese,Fibroblasts,LINC00261,2,0,0.0,0.0
H06,Obese,Macrophages,KCNQ1OT1,2422,49,0.02023121387283237,0.021056977704376548
H06,Obese,Macrophages,MEG3,2422,4,0.0016515276630883566,0.0016515276630883566
H06,Obese,Macrophages,ZFAS1,2422,1396,0.5763831544178365,1.0322047894302229
H06,Obese,Macrophages,LINC00996,2422,14,0.005780346820809248,0.006193228736581338
H06,Obese,Macrophages,NEAT1,2422,2171,0.8963666391412056,3.8265895953757227
H06,Obese,Macrophages,MALAT1,2422,2418,0.9983484723369116,85.35549132947978
H06,Obese,Macrophages,IDI2-AS1,2422,1,0.00041288191577208916,0.00041288191577208916
H06,Obese,Macrophages,MIAT,2422,3,0.0012386457473162675,0.0012386457473162675
H06,Obese,Macrophages,HULC,2422,9,0.0037159372419488025,0.0037159372419488025
H06,Obese,Macrophages,LINC00261,2422,1,0.00041288191577208916,0.00041288191577208916
H06,Obese,Mig.cDCs,KCNQ1OT1,44,4,0.09090909090909091,0.09090909090909091
H06,Obese,Mig.cDCs,MEG3,44,0,0.0,0.0
H06,Obese,Mig.cDCs,ZFAS1,44,40,0.9090909090909091,3.6818181818181817
H06,Obese,Mig.cDCs,LINC00996,44,0,0.0,0.0
H06,Obese,Mig.cDCs,NEAT1,44,42,0.9545454545454546,8.431818181818182
H06,Obese,Mig.cDCs,MALAT1,44,44,1.0,386.4318181818182
H06,Obese,Mig.cDCs,IDI2-AS1,44,0,0.0,0.0
H06,Obese,Mig.cDCs,MIAT,44,0,0.0,0.0
H06,Obese,Mig.cDCs,HULC,44,0,0.0,0.0
H06,Obese,Mig.cDCs,LINC00261,44,0,0.0,0.0
H06,Obese,Mono+mono derived cells,KCNQ1OT1,16088,596,0.03704624564893088,0.04251616111387369
H06,Obese,Mono+mono derived cells,MEG3,16088,417,0.02591994032819493,0.07154400795624068
H06,Obese,Mono+mono derived cells,ZFAS1,16088,11949,0.7427274987568374,1.605979612133267
H06,Obese,Mono+mono derived cells,LINC00996,16088,13,0.0008080556936847339,0.0008080556936847339
H06,Obese,Mono+mono derived cells,NEAT1,16088,15706,0.9762555942317255,7.077511188463451
H06,Obese,Mono+mono derived cells,MALAT1,16088,16087,0.9999378418697166,110.2406141223272
H06,Obese,Mono+mono derived cells,IDI2-AS1,16088,13,0.0008080556936847339,0.0008080556936847339
H06,Obese,Mono+mono derived cells,MIAT,16088,24,0.0014917951268025858,0.0014917951268025858
H06,Obese,Mono+mono derived cells,HULC,16088,9,0.0005594231725509697,0.0006215813028344107
H06,Obese,Mono+mono derived cells,LINC00261,16088,2,0.00012431626056688214,0.00012431626056688214
H06,Obese,Neutrophils,KCNQ1OT1,2384,28,0.01174496644295302,0.012164429530201342
H06,Obese,Neutrophils,MEG3,2384,5,0.0020973154362416107,0.0020973154362416107
H06,Obese,Neutrophils,ZFAS1,2384,1708,0.7164429530201343,1.4131711409395973
H06,Obese,Neutrophils,LINC00996,2384,1,0.00041946308724832214,0.00041946308724832214
H06,Obese,Neutrophils,NEAT1,2384,2303,0.9660234899328859,5.830956375838926
H06,Obese,Neutrophils,MALAT1,2384,2384,1.0,57.20637583892618
H06,Obese,Neutrophils,IDI2-AS1,2384,0,0.0,0.0
H06,Obese,Neutrophils,MIAT,2384,1,0.00041946308724832214,0.00041946308724832214
H06,Obese,Neutrophils,HULC,2384,1,0.00041946308724832214,0.00041946308724832214
